sample_id,npz_path,title,ese_path,course,duration_frames,clipped,parsed_note_count,manifest_note_count,combo
000199_r220,data\cache\encoder_v1\000199_r220.npz,Destr0yer(裏),D:\taiko\ESE-master\ese\05 Variety\Destr0yer\Destr0yer.tja,Edit,3389,False,804,804,804
000673_r744,data\cache\encoder_v1\000673_r744.npz,Choco Chiptune.,D:\taiko\ESE-master\ese\09 Namco Original\Choco Chiptune\Choco Chiptune..tja,Oni,2758,False,640,640,640
000300_r333,data\cache\encoder_v1\000300_r333.npz,オーバード(裏),D:\taiko\ESE-master\ese\01 Pop\Overd\Overd.tja,Edit,2585,False,733,733,733
001093_r1221,data\cache\encoder_v1\001093_r1221.npz,only my railgun,D:\taiko\ESE-master\ese\02 Anime\only my railgun\only my railgun.tja,Oni,1917,False,429,429,429
000375_r410,data\cache\encoder_v1\000375_r410.npz,ピッチフェイダ,D:\taiko\ESE-master\ese\09 Namco Original\Pitch Fader\Pitch Fader.tja,Oni,2719,False,622,622,622
000318_r352,data\cache\encoder_v1\000318_r352.npz,初音ミクの激唱,D:\taiko\ESE-master\ese\03 Vocaloid\Hatsune Miku no Gekishou\Hatsune Miku no Gekishou.tja,Oni,3087,False,703,703,703
000587_r647,data\cache\encoder_v1\000587_r647.npz,天ノ弱,D:\taiko\ESE-master\ese\03 Vocaloid\Amanojaku\Amanojaku.tja,Oni,2687,False,828,828,828
000551_r608,data\cache\encoder_v1\000551_r608.npz,トラストゲーム,D:\taiko\ESE-master\ese\09 Namco Original\Trust Game\Trust Game.tja,Oni,2431,False,657,657,657
001049_r1171,data\cache\encoder_v1\001049_r1171.npz,カンタービレ×パッシオーネ,D:\taiko\ESE-master\ese\03 Vocaloid\Cantabile × Passione\Cantabile x Passione.tja,Oni,2973,False,509,509,509
000758_r840,data\cache\encoder_v1\000758_r840.npz,筋肉のような僕ら ～マッスル愛のテーマ～,D:\taiko\ESE-master\ese\07 Game Music\Kinniku no You na Bokura ～Muscle Love Theme～\Kinniku no You na Bokura Muscle Love Theme.tja,Oni,2074,False,587,587,587
001256_r1401,data\cache\encoder_v1\001256_r1401.npz,どん子のファーストデート,D:\taiko\ESE-master\ese\09 Namco Original\Donko no First Date\Donko no First Date.tja,Oni,2585,False,427,427,427
001089_r1216,data\cache\encoder_v1\001089_r1216.npz,バブリー革命 ～ばんばんバブル～,D:\taiko\ESE-master\ese\01 Pop\Bubbly Kakumei Bang Bang Bubble\Bubbly Kakumei Bang Bang Bubble.tja,Oni,2869,False,555,555,555
001009_r1127,data\cache\encoder_v1\001009_r1127.npz,黒神クロニクル,D:\taiko\ESE-master\ese\09 Namco Original\Kokushin Chronicle\Kokushin Chronicle.tja,Oni,3252,False,567,567,567
000596_r658,data\cache\encoder_v1\000596_r658.npz,チェインクロニクル 総力戦メドレー(裏),D:\taiko\ESE-master\ese\07 Game Music\Chain Chronicle Total War Medley\Chain Chronicle Total War Medley.tja,Edit,2641,False,635,635,635
000947_r1059,data\cache\encoder_v1\000947_r1059.npz,ダンスホール,D:\taiko\ESE-master\ese\01 Pop\Dance Hall\Dance Hall.tja,Oni,2679,False,472,472,472
000256_r287,data\cache\encoder_v1\000256_r287.npz,MagiCatz,D:\taiko\ESE-master\ese\07 Game Music\MagiCatz\MagiCatz.tja,Oni,3078,False,732,732,732
000672_r742,data\cache\encoder_v1\000672_r742.npz,ロストワンの号哭,D:\taiko\ESE-master\ese\03 Vocaloid\Lost One no Goukoku\Lost One no Goukoku.tja,Oni,2841,False,799,799,799
000871_r970,data\cache\encoder_v1\000871_r970.npz,Connected World,D:\taiko\ESE-master\ese\05 Variety\Connected World\Connected World.tja,Oni,3167,False,729,729,729
000501_r546,data\cache\encoder_v1\000501_r546.npz,六兆年と一夜物語,D:\taiko\ESE-master\ese\03 Vocaloid\Rokuchounen to Ichiya Monogatari\Rokuchounen to Ichiya Monogatari.tja,Oni,2825,False,846,846,846
000064_r71,data\cache\encoder_v1\000064_r71.npz,にゃーにゃーにゃー,D:\taiko\ESE-master\ese\09 Namco Original\Nyanyanya\Nyanyanya.tja,Oni,2516,False,859,859,859
000452_r494,data\cache\encoder_v1\000452_r494.npz,マサカリブレイド,D:\taiko\ESE-master\ese\07 Game Music\Masakari Blade\Masakari Blade.tja,Oni,2426,False,687,687,687
001076_r1201,data\cache\encoder_v1\001076_r1201.npz,夢をかなえてドラえもん,D:\taiko\ESE-master\ese\02 Anime\Yume o Kanaete Doraemon\Yume o Kanaete Doraemon.tja,Oni,1892,False,321,321,321
000818_r909,data\cache\encoder_v1\000818_r909.npz,Good‐bye my earth,D:\taiko\ESE-master\ese\07 Game Music\Good-bye my earth\Good-bye my earth.tja,Oni,2230,False,476,476,476
000942_r1051,data\cache\encoder_v1\000942_r1051.npz,七色ハーモニー,D:\taiko\ESE-master\ese\09 Namco Original\Nanairo Harmony\Nanairo Harmony.tja,Oni,2318,False,493,493,493
000030_r36,data\cache\encoder_v1\000030_r36.npz,双竜ノ乱,D:\taiko\ESE-master\ese\09 Namco Original\Souryuu no Ran\Souryuu no Ran.tja,Oni,2577,False,970,970,970
000434_r472,data\cache\encoder_v1\000434_r472.npz,Taiko Session(裏),D:\taiko\ESE-master\ese\09 Namco Original\Taiko Session ～Live Version～\Taiko Session Live Version.tja,Edit,1921,False,408,408,408
000835_r930,data\cache\encoder_v1\000835_r930.npz,グラーヴェ,D:\taiko\ESE-master\ese\03 Vocaloid\Grave\Grave.tja,Oni,2627,False,650,650,650
000376_r411,data\cache\encoder_v1\000376_r411.npz,千鼓千鼓,D:\taiko\ESE-master\ese\06 Classical\Chikochiko\Chikochiko.tja,Oni,2883,False,776,776,776
000532_r584,data\cache\encoder_v1\000532_r584.npz,大勇者タツドン ～最強のマイバチ伝説～,D:\taiko\ESE-master\ese\09 Namco Original\Dai Yuusha Tatsudon Saikyo no MyBachi Densetsu\Dai Yuusha Tatsudon Saikyo no MyBachi Densetsu.tja,Oni,2890,False,487,487,487
000569_r627,data\cache\encoder_v1\000569_r627.npz,魔理沙は大変なものを盗んでいきました,D:\taiko\ESE-master\ese\05 Variety\Marisa Stole the Precious Thing\Marisa Stole the Precious Thing.tja,Oni,2525,False,810,810,810
000921_r1027,data\cache\encoder_v1\000921_r1027.npz,メタナイトの逆襲メドレー,D:\taiko\ESE-master\ese\07 Game Music\Revenge of Meta Knight Medley\Revenge of Meta Knight Medley.tja,Oni,3446,False,655,655,655
001262_r1407,data\cache\encoder_v1\001262_r1407.npz,Baby Shark（ベイビー・シャーク）,D:\taiko\ESE-master\ese\04 Children and Folk\Baby Shark\Baby Shark -Johnny Only Version-.tja,Oni,2378,False,318,318,318
000466_r510,data\cache\encoder_v1\000466_r510.npz,大多羅捌伍伍壱,D:\taiko\ESE-master\ese\09 Namco Original\Daidara 8551\Daidara 8551.tja,Oni,2641,False,616,616,616
001099_r1228,data\cache\encoder_v1\001099_r1228.npz,さちさちにしてあげる♪,D:\taiko\ESE-master\ese\01 Pop\Sachi Sachi ni Shite Ageru♪\Sachi Sachi ni Shite Ageru.tja,Oni,2166,False,366,366,366
000879_r979,data\cache\encoder_v1\000879_r979.npz,エキセントリックｗ,D:\taiko\ESE-master\ese\03 Vocaloid\Eccentric w\Eccentric w.tja,Oni,2676,False,692,692,692
001073_r1196,data\cache\encoder_v1\001073_r1196.npz,who are you? who are you?,D:\taiko\ESE-master\ese\09 Namco Original\who are you who are you\who are you who are you.tja,Oni,2825,False,575,575,575
000056_r63,data\cache\encoder_v1\000056_r63.npz,仮想現実のテレスコープ(裏),D:\taiko\ESE-master\ese\09 Namco Original\Kasou-genjitsu no Telescope\Kasou-genjitsu no Telescope.tja,Edit,3216,False,1176,1176,1176
001082_r1209,data\cache\encoder_v1\001082_r1209.npz,Back to Life,D:\taiko\ESE-master\ese\07 Game Music\Back to Life\Back to Life.tja,Oni,1847,False,275,275,275
000910_r1015,data\cache\encoder_v1\000910_r1015.npz,大冒険タツドン,D:\taiko\ESE-master\ese\09 Namco Original\Daibouken Tatsudon\Daibouken Tatsudon.tja,Oni,2021,False,354,354,354
000911_r1016,data\cache\encoder_v1\000911_r1016.npz,紅蓮華(裏),D:\taiko\ESE-master\ese\02 Anime\Gurenge\Gurenge.tja,Edit,1877,False,400,400,400
000593_r654,data\cache\encoder_v1\000593_r654.npz,神様の言うとおりに(裏),D:\taiko\ESE-master\ese\01 Pop\Kamisama no Iutoori ni\Kamisama no Iutoori ni.tja,Edit,2625,False,833,833,833
000617_r681,data\cache\encoder_v1\000617_r681.npz,クープランの墓,D:\taiko\ESE-master\ese\06 Classical\Le Tombeau de Couperin\Le Tombeau de Couperin.tja,Oni,3213,False,651,651,651
000380_r415,data\cache\encoder_v1\000380_r415.npz,Agent Hustle & Dr. Hassle(裏),D:\taiko\ESE-master\ese\09 Namco Original\Agent Hustle and Dr. Hassle\Agent Hustle and Dr. Hassle.tja,Edit,2542,False,518,518,518
000831_r926,data\cache\encoder_v1\000831_r926.npz,ほうかご☆マジシャン,D:\taiko\ESE-master\ese\09 Namco Original\Houkago☆Magician\Houkago Magician.tja,Oni,2682,False,585,585,585
001235_r1378,data\cache\encoder_v1\001235_r1378.npz,愛唄,D:\taiko\ESE-master\ese\01 Pop\Ai Uta\Ai Uta.tja,Oni,1582,False,145,145,145
001085_r1212,data\cache\encoder_v1\001085_r1212.npz,今夜はホーミー,D:\taiko\ESE-master\ese\09 Namco Original\Konya wa Hold Me\Konya wa Hold Me.tja,Oni,2683,False,329,329,329
000590_r651,data\cache\encoder_v1\000590_r651.npz,Shine!!(裏),D:\taiko\ESE-master\ese\07 Game Music\Shine!!\Shine!!.tja,Edit,1947,False,546,546,546
000214_r236,data\cache\encoder_v1\000214_r236.npz,ココロボ,D:\taiko\ESE-master\ese\09 Namco Original\Kokorobo\Kokorobo.tja,Oni,2557,False,620,620,620
000691_r764,data\cache\encoder_v1\000691_r764.npz,MATSURI D／A,D:\taiko\ESE-master\ese\09 Namco Original\MATSURI D A\MATSURI D A.tja,Oni,2387,False,574,574,574
000154_r168,data\cache\encoder_v1\000154_r168.npz,沓の子を打つ(裏),D:\taiko\ESE-master\ese\09 Namco Original\Kutsunoko wo Utsu\Kutsunoko wo Utsu.tja,Edit,2665,False,819,819,819
000581_r641,data\cache\encoder_v1\000581_r641.npz,テルミービート,D:\taiko\ESE-master\ese\03 Vocaloid\Tell-me Beat\Tell-me Beat.tja,Oni,2638,False,761,761,761
000902_r1007,data\cache\encoder_v1\000902_r1007.npz,グッバイ宣言,D:\taiko\ESE-master\ese\03 Vocaloid\Goodbye Sengen\Goodbye Sengen.tja,Oni,2981,False,686,686,686
001246_r1390,data\cache\encoder_v1\001246_r1390.npz,よく遊びよく学べ,D:\taiko\ESE-master\ese\01 Pop\Yoku Asobi Yoku Manabe\Yoku Asobi Yoku Manabe.tja,Oni,1810,False,291,291,291
000435_r473,data\cache\encoder_v1\000435_r473.npz,メヌエット,D:\taiko\ESE-master\ese\06 Classical\Minuet\Minuet.tja,Oni,2188,False,529,529,529
000847_r943,data\cache\encoder_v1\000847_r943.npz,Favorite Days,D:\taiko\ESE-master\ese\05 Variety\Favorite Days\Favorite Days.tja,Oni,2401,False,503,503,503
001248_r1392,data\cache\encoder_v1\001248_r1392.npz,おどるポンポコリン,D:\taiko\ESE-master\ese\02 Anime\Odoru Ponpokorin\Odoru Ponpokorin.tja,Oni,1884,False,288,288,288
000287_r319,data\cache\encoder_v1\000287_r319.npz,オール・イン・マイハート,D:\taiko\ESE-master\ese\09 Namco Original\All In My Heart\All In My Heart.tja,Oni,2531,False,704,704,704
000573_r633,data\cache\encoder_v1\000573_r633.npz,迅風丸(裏),D:\taiko\ESE-master\ese\09 Namco Original\Jinpuumaru\Jinpuumaru.tja,Edit,2327,False,659,659,659
000103_r113,data\cache\encoder_v1\000103_r113.npz,Unwelcome School (MRM REMIX)(裏),D:\taiko\ESE-master\ese\07 Game Music\Unwelcome School MRM Remix\Unwelcome School (MRM Remix).tja,Edit,3320,False,1244,1244,1244
001102_r1231,data\cache\encoder_v1\001102_r1231.npz,ミュートすればいいじゃん。,D:\taiko\ESE-master\ese\01 Pop\Mute Sureba Iijan\Mute Sureba Iijan..tja,Oni,2841,False,527,527,527
000408_r444,data\cache\encoder_v1\000408_r444.npz,Wasabi Body Blow,D:\taiko\ESE-master\ese\07 Game Music\Wasabi Body Blow\Wasabi Body Blow.tja,Oni,2528,False,959,959,959
000076_r85,data\cache\encoder_v1\000076_r85.npz,DEBSTEP！,D:\taiko\ESE-master\ese\09 Namco Original\DEBSTEP!\DEBSTEP!.tja,Oni,2824,False,888,888,888
000252_r283,data\cache\encoder_v1\000252_r283.npz,ウィーアー！(裏),D:\taiko\ESE-master\ese\02 Anime\We Are!\We Are!.tja,Edit,2378,False,830,830,830
000227_r253,data\cache\encoder_v1\000227_r253.npz,God Ray,D:\taiko\ESE-master\ese\07 Game Music\God Ray\God Ray.tja,Oni,2472,False,777,777,777
000001_r4,data\cache\encoder_v1\000001_r4.npz,憎悪と醜悪の花束(裏),D:\taiko\ESE-master\ese\09 Namco Original\Zouo to Shuuaku no Hanataba\Zouo to Shuuaku no Hanataba.tja,Edit,2683,False,1170,1170,1170
000453_r495,data\cache\encoder_v1\000453_r495.npz,最果の魔法使い,D:\taiko\ESE-master\ese\09 Namco Original\Sai Hate no Mahoutsukai\Sai Hate no Mahoutsukai.tja,Oni,2893,False,809,809,809
001065_r1187,data\cache\encoder_v1\001065_r1187.npz,ペンパイナッポーアッポーペン（PPAP）,D:\taiko\ESE-master\ese\05 Variety\Pen-Pineapple-Apple-Pen\Pen-Pineapple-Apple-Pen.tja,Oni,1159,False,156,156,156
000557_r615,data\cache\encoder_v1\000557_r615.npz,わんにゃーワールド,D:\taiko\ESE-master\ese\03 Vocaloid\Wan-Nya World\Wan-Nya World.tja,Oni,2850,False,765,765,765
000439_r477,data\cache\encoder_v1\000439_r477.npz,"AtoZ,I leave toZ","D:\taiko\ESE-master\ese\07 Game Music\AtoZ,I leave toZ\AtoZ,I leave toZ.tja",Oni,2585,False,759,759,759
001062_r1184,data\cache\encoder_v1\001062_r1184.npz,3Q‐4U‐AC00,D:\taiko\ESE-master\ese\09 Namco Original\3Q-4U-AC00\3Q-4U-AC00.tja,Oni,2462,False,539,539,539
000595_r656,data\cache\encoder_v1\000595_r656.npz,ナマハゲノウタ,D:\taiko\ESE-master\ese\09 Namco Original\Namahage no Uta\Namahage no Uta.tja,Oni,2585,False,780,780,780
000165_r179,data\cache\encoder_v1\000165_r179.npz,竜と黒炎の姫君(裏),D:\taiko\ESE-master\ese\09 Namco Original\Ryuu to Kokuen no Himegimi\Ryuu to Kokuen no Himegimi.tja,Edit,2535,False,932,932,932
000812_r903,data\cache\encoder_v1\000812_r903.npz,星のカービィメドレー,D:\taiko\ESE-master\ese\07 Game Music\Kirby’s Dream Land Medley\Kirbys Dream Land Medley.tja,Oni,1899,False,457,457,457
001207_r1350,data\cache\encoder_v1\001207_r1350.npz,ギンギラ銀河,D:\taiko\ESE-master\ese\02 Anime\Gingira Ginga\Gingira Ginga.tja,Oni,1911,False,363,363,363
000046_r53,data\cache\encoder_v1\000046_r53.npz,続・〆ドレー2000,D:\taiko\ESE-master\ese\09 Namco Original\Zoku Shimedore 2000\Zoku Shimedore 2000.tja,Oni,2692,False,940,940,940
000491_r536,data\cache\encoder_v1\000491_r536.npz,猫サンキュー,D:\taiko\ESE-master\ese\01 Pop\Neko Thank You\Neko Thank You.tja,Oni,2201,False,639,639,639
000099_r109,data\cache\encoder_v1\000099_r109.npz,Taiko Drum Monster,D:\taiko\ESE-master\ese\09 Namco Original\Taiko Drum Monster\Taiko Drum Monster.tja,Oni,2741,False,850,850,850
000108_r118,data\cache\encoder_v1\000108_r118.npz,ARMAGEΔDON,D:\taiko\ESE-master\ese\09 Namco Original\ARMAGEΔDON\ARMAGEDON.tja,Oni,2667,False,999,999,999
000627_r691,data\cache\encoder_v1\000627_r691.npz,GO ON ～未来へ～,D:\taiko\ESE-master\ese\09 Namco Original\GO ON Mirai e\GO ON Mirai e.tja,Oni,3275,False,720,720,720
000265_r297,data\cache\encoder_v1\000265_r297.npz,punk bastards,D:\taiko\ESE-master\ese\09 Namco Original\punk bastards\punk bastards.tja,Oni,2252,False,749,749,749
000566_r624,data\cache\encoder_v1\000566_r624.npz,ミツボシ☆☆★(裏),D:\taiko\ESE-master\ese\07 Game Music\Mitsuboshi☆☆★\Mitsuboshi.tja,Edit,2807,False,756,756,756
001067_r1189,data\cache\encoder_v1\001067_r1189.npz,わたしの一番かわいいところ,D:\taiko\ESE-master\ese\01 Pop\Watashi no Ichiban Kawaii Tokoro\Watashi no Ichiban Kawaii Tokoro.tja,Oni,2101,False,357,357,357
000929_r1036,data\cache\encoder_v1\000929_r1036.npz,ハルジオン,D:\taiko\ESE-master\ese\01 Pop\Harudion\Harudion.tja,Oni,1945,False,479,479,479
001061_r1183,data\cache\encoder_v1\001061_r1183.npz,シル・ヴ・プレジデント,D:\taiko\ESE-master\ese\01 Pop\Sil vous President\S’il vous President.tja,Oni,1969,False,436,436,436
000005_r8,data\cache\encoder_v1\000005_r8.npz,第六天魔王(裏),D:\taiko\ESE-master\ese\09 Namco Original\Dairokuten Maou\Dairokuten Maou.tja,Edit,3085,False,1582,1582,1582
000825_r920,data\cache\encoder_v1\000825_r920.npz,猫,D:\taiko\ESE-master\ese\01 Pop\Neko\Neko.tja,Oni,2015,False,312,312,312
001230_r1373,data\cache\encoder_v1\001230_r1373.npz,AWAY,D:\taiko\ESE-master\ese\01 Pop\AWAY\AWAY.tja,Oni,1901,False,268,268,268
000493_r538,data\cache\encoder_v1\000493_r538.npz,Synthesis.,D:\taiko\ESE-master\ese\07 Game Music\Synthesis\Synthesis.tja,Oni,2901,False,750,750,750
000327_r361,data\cache\encoder_v1\000327_r361.npz,女帝 ～インバラトゥーラ～,D:\taiko\ESE-master\ese\09 Namco Original\Jotei ～Imbiratuula～\Jotei Imbiratuula.tja,Oni,3197,False,648,648,648
000955_r1068,data\cache\encoder_v1\000955_r1068.npz,さよならエレジー,D:\taiko\ESE-master\ese\01 Pop\Sayonara Elegy\Sayonara Elegy.tja,Oni,2269,False,496,496,496
000244_r275,data\cache\encoder_v1\000244_r275.npz,冬竜 ～Toryu～(裏),D:\taiko\ESE-master\ese\09 Namco Original\Dragon of Winter Toryu\Dragon of Winter Toryu.tja,Edit,2362,False,687,687,687
001088_r1215,data\cache\encoder_v1\001088_r1215.npz,Everyday、カチューシャ,"D:\taiko\ESE-master\ese\01 Pop\Everyday, Katyusha\Everyday, Katyusha.tja",Oni,3126,False,630,630,630
000732_r810,data\cache\encoder_v1\000732_r810.npz,BLUE TOPAZ,D:\taiko\ESE-master\ese\07 Game Music\BLUE TOPAZ\BLUE TOPAZ.tja,Oni,2851,False,618,618,639
000909_r1014,data\cache\encoder_v1\000909_r1014.npz,愛想笑い,D:\taiko\ESE-master\ese\09 Namco Original\Aisowarai\Aisowarai.tja,Oni,2511,False,600,600,600
000697_r770,data\cache\encoder_v1\000697_r770.npz,ラブユー☆どんちゃん(裏),D:\taiko\ESE-master\ese\09 Namco Original\Love You☆Don-chan\Love You Don-chan.tja,Edit,2466,False,448,448,448
000476_r520,data\cache\encoder_v1\000476_r520.npz,旋風ノ舞【天】(裏),D:\taiko\ESE-master\ese\09 Namco Original\Senpuu no Mai [Heaven]\Senpuu no Mai [Heaven].tja,Edit,2036,False,599,599,599
001182_r1320,data\cache\encoder_v1\001182_r1320.npz,READY!!,D:\taiko\ESE-master\ese\07 Game Music\READY!!\READY!! (AC16).tja,Oni,1991,False,392,392,392
000527_r578,data\cache\encoder_v1\000527_r578.npz,チェインクロニクル 通常バトルメドレー(裏),D:\taiko\ESE-master\ese\07 Game Music\Chain Chronicle Normal Battle Medley\Chain Chronicle Normal Battle Medley.tja,Edit,2954,False,778,778,778
001181_r1319,data\cache\encoder_v1\001181_r1319.npz,おばけのお仕事,D:\taiko\ESE-master\ese\09 Namco Original\Obake no Oshigoto\Obake no Oshigoto.tja,Oni,2525,False,427,427,427
000118_r128,data\cache\encoder_v1\000118_r128.npz,Mood Swing(裏),D:\taiko\ESE-master\ese\09 Namco Original\Mood Swing\Mood Swing.tja,Edit,2704,False,962,962,962
000867_r966,data\cache\encoder_v1\000867_r966.npz,蛻変(裏),D:\taiko\ESE-master\ese\09 Namco Original\Zeihen transformation\Zeihen transformation.tja,Edit,2715,False,579,579,579
000790_r881,data\cache\encoder_v1\000790_r881.npz,Thank You！,D:\taiko\ESE-master\ese\07 Game Music\Thank You!\Thank You!.tja,Oni,2658,False,500,500,500
000868_r967,data\cache\encoder_v1\000868_r967.npz,パリのアメリカ人,D:\taiko\ESE-master\ese\06 Classical\An American in Paris\An American in Paris.tja,Oni,2739,False,463,463,463
000906_r1011,data\cache\encoder_v1\000906_r1011.npz,季曲(裏),D:\taiko\ESE-master\ese\09 Namco Original\Kikyoku Seasons of Asia\Kikyoku Seasons of Asia.tja,Edit,3137,False,763,763,763
000739_r817,data\cache\encoder_v1\000739_r817.npz,ヒバナ,D:\taiko\ESE-master\ese\03 Vocaloid\Hibana\Hibana.tja,Oni,2921,False,669,669,669
000053_r60,data\cache\encoder_v1\000053_r60.npz,†バチ!ムチ!?マッスルキングダム†,D:\taiko\ESE-master\ese\09 Namco Original\Bachi! Muchi! Muscle Kingdom\†Bachi! Muchi! Muscle Kingdom†.tja,Oni,3770,False,961,961,961
000014_r18,data\cache\encoder_v1\000014_r18.npz,ダンガンノーツ(裏),D:\taiko\ESE-master\ese\09 Namco Original\Dangan Notes\Dangan Notes.tja,Edit,2635,False,1167,1167,1167
001211_r1354,data\cache\encoder_v1\001211_r1354.npz,GOIN'!!!,D:\taiko\ESE-master\ese\07 Game Music\GOIN’!!!\GOIN!!!.tja,Oni,2556,False,346,346,346
001091_r1218,data\cache\encoder_v1\001091_r1218.npz,奇想天外ふしぎをどうぞ,D:\taiko\ESE-master\ese\04 Children and Folk\Kisoutengai Fushigi wo Douzo\Kisoutengai Fushigi wo Douzo.tja,Oni,1293,False,231,231,231
001202_r1345,data\cache\encoder_v1\001202_r1345.npz,M＠STERPIECE,D:\taiko\ESE-master\ese\07 Game Music\M@STERPIECE\MASTERPIECE.tja,Oni,2775,False,390,390,390
000861_r958,data\cache\encoder_v1\000861_r958.npz,おどるポンポコリン(裏),D:\taiko\ESE-master\ese\02 Anime\Odoru Ponpokorin\Odoru Ponpokorin.tja,Edit,1884,False,504,504,504
001079_r1206,data\cache\encoder_v1\001079_r1206.npz,ねぇ教えて,D:\taiko\ESE-master\ese\09 Namco Original\Nee Oshiete\Nee Oshiete.tja,Oni,2999,False,404,404,404
000813_r904,data\cache\encoder_v1\000813_r904.npz,Scream out！ ‐達人Edit.‐,D:\taiko\ESE-master\ese\05 Variety\Scream out! -Tatsujin Edit-\Scream out! -Tatsujin Edit-.tja,Oni,3040,False,792,792,792
000420_r456,data\cache\encoder_v1\000420_r456.npz,おにぎりはどこかしら♪,D:\taiko\ESE-master\ese\03 Vocaloid\Onigiri wa Doko Kashira♪\Onigiri wa Doko Kashira.tja,Oni,2674,False,854,854,854
000625_r689,data\cache\encoder_v1\000625_r689.npz,エイリアンエイリアン,D:\taiko\ESE-master\ese\03 Vocaloid\Alien Alien\Alien Alien.tja,Oni,2857,False,746,746,746
000120_r130,data\cache\encoder_v1\000120_r130.npz,郢曲／暁闇,D:\taiko\ESE-master\ese\05 Variety\Eikyoku Gyouan\Eikyoku Gyouan.tja,Oni,2798,False,993,993,993
001236_r1379,data\cache\encoder_v1\001236_r1379.npz,しなこワールド,D:\taiko\ESE-master\ese\04 Children and Folk\Shinako World\Shinako World.tja,Oni,2558,False,387,387,387
001069_r1191,data\cache\encoder_v1\001069_r1191.npz,トルコ行進曲,D:\taiko\ESE-master\ese\06 Classical\Turkish March (Mozart)\Turkish March.tja,Oni,3011,False,581,581,581
001251_r1396,data\cache\encoder_v1\001251_r1396.npz,Let It Go～ありのままで～,D:\taiko\ESE-master\ese\02 Anime\Let it Go ～Ari no Mama de～\Let it Go Ari no Mama de.tja,Oni,3283,False,361,361,361
000722_r799,data\cache\encoder_v1\000722_r799.npz,らんぶる乱舞(裏),D:\taiko\ESE-master\ese\09 Namco Original\Rumble Ranbu\Rumble Ranbu.tja,Edit,2715,False,765,765,765
000631_r695,data\cache\encoder_v1\000631_r695.npz,轟け！太鼓の達人,D:\taiko\ESE-master\ese\09 Namco Original\Todoroke! Taiko no Tatsujin\Todoroke! Taiko no Tatsujin.tja,Oni,2988,False,765,765,765
000761_r844,data\cache\encoder_v1\000761_r844.npz,トウキョウ・シャンディ・ランデヴ,D:\taiko\ESE-master\ese\01 Pop\Tokyo Shandy Rendezvous\Tokyo Shandy Rendezvous.tja,Oni,1963,False,490,490,490
001203_r1346,data\cache\encoder_v1\001203_r1346.npz,王妃,D:\taiko\ESE-master\ese\01 Pop\Wangfei\Wangfei.tja,Oni,2321,False,313,313,313
000506_r551,data\cache\encoder_v1\000506_r551.npz,セイクリッド ルイン,D:\taiko\ESE-master\ese\09 Namco Original\Sacred Ruin\Sacred Ruin.tja,Oni,2808,False,876,876,876
000708_r783,data\cache\encoder_v1\000708_r783.npz,酔いどれ知らず,D:\taiko\ESE-master\ese\03 Vocaloid\Yoidore Shirazu\Yoidore Shirazu.tja,Oni,2563,False,483,483,483
000342_r377,data\cache\encoder_v1\000342_r377.npz,儚姫は原初に舞う,D:\taiko\ESE-master\ese\09 Namco Original\Hakanaki wa Gensho ni Mau\Hakanaki wa Gensho ni Mau.tja,Oni,2574,False,740,740,740
000032_r39,data\cache\encoder_v1\000032_r39.npz,わら得る2000,D:\taiko\ESE-master\ese\09 Namco Original\Waraeru 2000\Waraeru 2000.tja,Oni,2752,False,818,818,818
000111_r121,data\cache\encoder_v1\000111_r121.npz,冷凍庫CJ ～嗚呼面太鼓ブラザーズ～,D:\taiko\ESE-master\ese\09 Namco Original\Reitouko CJ ～Amen Taiko Brothers～\Reitouko CJ Amen Taiko Brothers.tja,Oni,2004,False,787,787,787
000374_r409,data\cache\encoder_v1\000374_r409.npz,メズマライザー(裏),D:\taiko\ESE-master\ese\03 Vocaloid\Mesmerizer\Mesmerizer.tja,Edit,2711,False,968,968,968
000353_r388,data\cache\encoder_v1\000353_r388.npz,RIDGE RACER STEPS ‐ GMT remix ‐,D:\taiko\ESE-master\ese\07 Game Music\RIDGE RACER STEPS -GMT Remix-\RIDGE RACER STEPS -GMT Remix-.tja,Oni,2585,False,536,536,536
001239_r1383,data\cache\encoder_v1\001239_r1383.npz,フライングゲット,D:\taiko\ESE-master\ese\01 Pop\Flying Get\Flying Get.tja,Oni,2132,False,306,306,306
000823_r918,data\cache\encoder_v1\000823_r918.npz,太鼓侍,D:\taiko\ESE-master\ese\09 Namco Original\Taiko zamurai\Taiko-zamurai.tja,Oni,2681,False,581,581,581
001231_r1374,data\cache\encoder_v1\001231_r1374.npz,全力キング,D:\taiko\ESE-master\ese\04 Children and Folk\Zenryoku King\Zenryoku King.tja,Oni,1655,False,305,305,305
000954_r1067,data\cache\encoder_v1\000954_r1067.npz,リンダは今日も絶好調,D:\taiko\ESE-master\ese\09 Namco Original\Linda wa Kyou mo Zekkouchou\Linda wa Kyou mo Zekkouchou.tja,Oni,2259,False,444,444,444
001260_r1405,data\cache\encoder_v1\001260_r1405.npz,炎,D:\taiko\ESE-master\ese\02 Anime\Homura\Homura.tja,Oni,2313,False,216,216,216
000700_r774,data\cache\encoder_v1\000700_r774.npz,ゆれるプリーツ実行委員,D:\taiko\ESE-master\ese\09 Namco Original\Yureru Pleats Jikkouiin\Yureru Pleats Jikkouiin.tja,Oni,2167,False,484,484,484
